Name,Fulladdress,status,Categories,phone,Review Count,Place Id,Average Rating,Reviews,Google Maps URL,Latitude,Longitude,Website,Open Now,Opening Hours,logo,catalog
King's College Hospital London - Dubai,King’s College Hospital London - Dubai Hills - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 800 7777,5,ChIJ1XhuJe5pXz4RGo-ENO0K6Cs,3.8,https://search.google.com/local/reviews?placeid=ChIJ1XhuJe5pXz4RGo-ENO0K6Cs,https://maps.google.com/?cid=3163790752132402970,25.1128125,55.2546875,https://kingscollegehospitaldubai.com/,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014747_9.jpg']]"
Dr riadh hospital,26 26th St - Umm Hurair 2 - Umm Hurair Second - Dubai - United Arab Emirates,OPERATIONAL,hospital,,0,ChIJ10oGUDRdXz4R3tUbJq1iKaQ,0,https://search.google.com/local/reviews?placeid=ChIJ10oGUDRdXz4R3tUbJq1iKaQ,https://maps.google.com/?cid=11829094392073541086,25.2320768,55.3176254,,False,,https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014752_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014752_1.jpg']]"
Cleveland Clinic Abu Dhabi مستشفى كليفلاند كلينك أبوظبي,59 Hamouda Bin Ali Al Dhaheri St - Al Maryah Island - Abu Dhabi Global Market Square - Abu Dhabi - United Arab Emirates,OPERATIONAL,hospital,+971 800 82223,5,ChIJ2bpUBlNmXj4RLjmuKkgGA_Q,4.4,https://search.google.com/local/reviews?placeid=ChIJ2bpUBlNmXj4RLjmuKkgGA_Q,https://maps.google.com/?cid=17582904277208021294,24.4972965,54.3879995,https://www.clevelandclinicabudhabi.ae/,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014754_9.jpg']]"
Zulikha clinic medical center,17 Al Maktoum Hospital Rd - Naif - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 4 222 1919,5,ChIJf409XkhDXz4RGsbyVeNhT2A,4.7,https://search.google.com/local/reviews?placeid=ChIJf409XkhDXz4RGsbyVeNhT2A,https://maps.google.com/?cid=6939873179828667930,25.2690618,55.3044706,,False,"['Monday: 8:00AM–7:00PM', 'Tuesday: 8:00AM–7:00PM', 'Wednesday: 8:00AM–7:00PM', 'Thursday: 8:00AM–7:00PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 8:00AM–7:00PM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014758_7.jpg']]"
Medcare Women & Children Hospital,Beside Manara Services Centre - Sheikh Zayed Road - Al Safa - Al Safa 2 - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 800 6332273,5,ChIJDbWHzotpXz4Rrd46hrCY4UM,4.4,https://search.google.com/local/reviews?placeid=ChIJDbWHzotpXz4Rrd46hrCY4UM,https://maps.google.com/?cid=4891358554234740397,25.1611311,55.230585,https://www.medcare.ae/en,False,"['Monday: 9:00AM–11:00PM', 'Tuesday: 9:00AM–11:00PM', 'Wednesday: 9:00AM–11:00PM', 'Thursday: 9:00AM–11:00PM', 'Friday: 9:00AM–11:00PM', 'Saturday: 9:00AM–11:00PM', 'Sunday: 9:00AM–11:00PM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014802_9.jpg']]"
Tahani nmc Khalifa,CH6C+RGC - Khalifa City - SE-4 - Abu Dhabi - United Arab Emirates,OPERATIONAL,hospital,,5,ChIJR9uDLGdGXj4RSm4pM9uyiFk,3.2,https://search.google.com/local/reviews?placeid=ChIJR9uDLGdGXj4RSm4pM9uyiFk,https://maps.google.com/?cid=6451603120734170698,24.4120546,54.5712715,,False,,https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014806_7.jpg']]"
Clemenceau Medical Center Hospital,Dubai Healthcare City Phase 2 - الجداف - دبي - United Arab Emirates,OPERATIONAL,hospital,+971 800 262392,5,ChIJMVjocVRdXz4RviNZw4zedCw,3.6,https://search.google.com/local/reviews?placeid=ChIJMVjocVRdXz4RviNZw4zedCw,https://maps.google.com/?cid=3203429931121451966,25.2126901,55.3181335,https://cmcdubai.ae/,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014810_9.jpg']]"
مستشفى الصحة والشفاء,Al Rolla Rd - Al Raffa - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 6 563 2618,1,ChIJCz-arzFaXz4R2mrmlk07pG4,5,https://search.google.com/local/reviews?placeid=ChIJCz-arzFaXz4R2mrmlk07pG4,https://maps.google.com/?cid=7972562444782824154,25.2570228,55.2904593,,True,"['Monday: 11:45PM–8:00AM', 'Tuesday: 11:45PM–8:00AM', 'Wednesday: 11:45PM–8:00AM', 'Thursday: 11:45PM–8:00AM', 'Friday: 11:45PM–8:00AM', 'Saturday: 11:45PM–8:00AM', 'Sunday: 11:45PM–8:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014818_9.jpg']]"
Mediclinic City Hospital,Bldg 37 - شارع - ٢٦ - أم هرير ٢ - Dubai Healthcare City - دبي - United Arab Emirates,OPERATIONAL,hospital,+971 800 1999,5,ChIJAVqxKjZdXz4R4v9FCSj5bTg,3.4,https://search.google.com/local/reviews?placeid=ChIJAVqxKjZdXz4R4v9FCSj5bTg,https://maps.google.com/?cid=4066179988935016418,25.2304314,55.3226543,https://www.mediclinic.ae/en/city-hospital/home.html,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014822_9.jpg']]"
Aster Hospital - Mankhool,"Mankhool, Kuwait Road, Al Mankhool - Near Sharaf DG - Al Raffa - Dubai - United Arab Emirates",OPERATIONAL,hospital,+971 4 440 0500,5,ChIJTT9PSxdDXz4RQbK51bL6bT8,4.6,https://search.google.com/local/reviews?placeid=ChIJTT9PSxdDXz4RQbK51bL6bT8,https://maps.google.com/?cid=4570584842847760961,25.2529382,55.289055,https://www.asterhospitals.ae/locations/hospital-detail/aster-hospital-mankhool,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014826_9.jpg']]"
Emirates Specialty Hospital,Building 62 Dubai Healthcare City - 26th St - Umm Hurair 2 - Dubai Healthcare City - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 4 248 4500,5,ChIJo2OpWzRdXz4RLQAI98b2_iE,4.3,https://search.google.com/local/reviews?placeid=ChIJo2OpWzRdXz4RLQAI98b2_iE,https://maps.google.com/?cid=2449666581744582701,25.2319476,55.3174996,https://emirateshospitals.ae/hospitals-clinics/emirates-specialty-hospital-dhcc/,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014834_9.jpg']]"
Al Tadawi Specialty Hospital,شارع القرهود، بجانب برنامج الشيخ زايد للإسكان، - Garhoud - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 4 230 9999,5,ChIJqzO3nMpdXz4RtKnx-UI5rsE,4.7,https://search.google.com/local/reviews?placeid=ChIJqzO3nMpdXz4RtKnx-UI5rsE,https://maps.google.com/?cid=13956155255091734964,25.233216,55.3540919,https://www.tadawi.ae/,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014838_9.jpg']]"
NMC Specialty Hospital Building 1,Zayed The First St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,OPERATIONAL,hospital,+971 2 633 2255,5,ChIJgX0pmm5mXj4RSfvf0U0YGU8,3.3,https://search.google.com/local/reviews?placeid=ChIJgX0pmm5mXj4RSfvf0U0YGU8,https://maps.google.com/?cid=5699613525926738761,24.4824632,54.3616232,https://nmc.ae/hospitals/abu-dhabi/nmc-specialty-hospital-1,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014842_9.jpg']]"
NMC Royal Hospital,16th St - Khalifa City - SE-4 - Abu Dhabi - United Arab Emirates,OPERATIONAL,hospital,+971 800 1122,5,ChIJV7oBtGBGXj4RYWpU1UgCaYs,4,https://search.google.com/local/reviews?placeid=ChIJV7oBtGBGXj4RYWpU1UgCaYs,https://maps.google.com/?cid=10045562955666582113,24.4117762,54.5711209,https://nmc.ae/hospitals/abu-dhabi/nmc-royal-hospital-khalifa-city-2,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014846_9.jpg']]"
Neuro Spinal Hospital - NSH,Dubai Science Park - Umm Suqeim St - Al Barsha South - Dubai - United Arab Emirates,OPERATIONAL,hospital,+971 800 674,5,ChIJR_UkTo1uXz4R9uvlEgqdl1k,4.6,https://search.google.com/local/reviews?placeid=ChIJR_UkTo1uXz4R9uvlEgqdl1k,https://maps.google.com/?cid=6455801257451187190,25.0755927,55.246099,https://www.nshdubai.com/,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014850_9.jpg']]"
Abeer Group : Al Raha Hospital,شارع فاطمة بنت مبارك - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,OPERATIONAL,hospital,,5,ChIJF-WvNF1mXj4Rg206w5fBKqQ,3.8,https://search.google.com/local/reviews?placeid=ChIJF-WvNF1mXj4Rg206w5fBKqQ,https://maps.google.com/?cid=11829480228801637763,24.48948,54.369885,,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014854_9.jpg']]"
Jawhara Jewellery - Al Barsha Mall,Al barsha mall - البرشاء - البرشاء 2 - دبي - United Arab Emirates,OPERATIONAL,jewelry_store,+971 4 265 0441,5,ChIJ3_CpejRrXz4RMf5DglE-R-Q,4.4,https://search.google.com/local/reviews?placeid=ChIJ3_CpejRrXz4RMf5DglE-R-Q,https://maps.google.com/?cid=16449184683792793137,25.0994461,55.204584,https://jawharajewellery.com/,False,"['Monday: 10:00AM–10:00PM', 'Tuesday: 10:00AM–10:00PM', 'Wednesday: 10:00AM–10:00PM', 'Thursday: 10:00AM–10:00PM', 'Friday: 10:00AM–10:00PM', 'Saturday: 10:00AM–10:00PM', 'Sunday: 10:00AM–10:00PM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/04014904_9.jpg']]"
